# Domain bounding box
0.0,-4000.0,1000.0,-3000.0
# Fracture segments
461.82176189030304,-3479.250973398268,467.907178470303,-3479.1186833982683
467.907178470303,-3479.1186833982683,473.463428390303,-3477.9280533982683
473.463428390303,-3477.9280533982683,478.225928090303,-3477.5311833982682
478.225928090303,-3477.5311833982682,486.428011090303,-3476.737433398268
486.428011090303,-3476.737433398268,499.350591090303,-3476.682133398268
499.350591090303,-3476.682133398268,507.330095090303,-3476.605133398268
478.225928090303,-3477.5311833982682,476.241553390303,-3481.6322233982683
476.241553390303,-3481.6322233982683,475.637183890303,-3483.640903398268
475.637183890303,-3483.640903398268,474.565151790303,-3487.064003398268
474.565151790303,-3487.064003398268,473.595720090303,-3491.950973398268
473.595720090303,-3491.950973398268,474.124886690303,-3493.935353398268
480.87176209030304,-3478.324933398268,478.625121090303,-3483.726303398268
478.625121090303,-3483.726303398268,474.124886690303,-3493.935353398268
474.124886690303,-3493.935353398268,471.452595090303,-3501.113973398268
471.452595090303,-3501.113973398268,469.362386790303,-3505.5770133982683
469.362386790303,-3505.5770133982683,465.299321790303,-3512.7570733982684
465.299321790303,-3512.7570733982684,459.83738689030304,-3522.113473398268
459.83738689030304,-3522.113473398268,458.779053590303,-3525.4207633982683
458.779053590303,-3525.4207633982683,458.911345290303,-3527.1405533982684
486.163428090303,-3477.6634733982683,483.69533609030304,-3483.871143398268
483.69533609030304,-3483.871143398268,479.151970090303,-3495.2582633982684
479.151970090303,-3495.2582633982684,475.976969990303,-3502.7988933982683
475.976969990303,-3502.7988933982683,474.257178390303,-3508.6197233982684
474.257178390303,-3508.6197233982684,471.928496490303,-3513.8146633982683
471.928496490303,-3513.8146633982683,466.848845140303,-3523.436393398268
466.848845140303,-3523.436393398268,466.451970150303,-3526.6113933982683
466.451970150303,-3526.6113933982683,465.261345190303,-3532.0353533982684
465.261345190303,-3532.0353533982684,463.54155349030304,-3535.342643398268
468.30405349030303,-3539.840553398268,475.844678390303,-3517.880143398268
475.844678390303,-3517.880143398268,477.564470090303,-3511.794723398268
477.564470090303,-3511.794723398268,479.01967809030305,-3508.752013398268
465.525928490303,-3483.3520133982684,475.637183890303,-3483.640903398268
475.637183890303,-3483.640903398268,478.625121090303,-3483.726303398268
478.625121090303,-3483.726303398268,483.69533609030304,-3483.871173398268
483.69533609030304,-3483.871173398268,488.67697009030303,-3484.0135033982683
488.67697009030303,-3484.0135033982683,498.569540090303,-3484.6405033982683
498.569540090303,-3484.6405033982683,499.897235090303,-3484.723403398268
499.897235090303,-3484.723403398268,501.123644090303,-3484.800003398268
501.123644090303,-3484.800003398268,505.612003090303,-3485.0803033982684
505.612003090303,-3485.0803033982684,507.59467809030303,-3485.204123398268
458.779053590303,-3490.495763398268,474.565151790303,-3487.064003398268
474.565151790303,-3487.064003398268,480.078012090303,-3485.8655533982683
480.078012090303,-3485.8655533982683,498.569540090303,-3484.640473398268
493.836345090303,-3477.9280533982683,490.132178090303,-3485.8655533982683
490.132178090303,-3485.8655533982683,486.560303090303,-3494.7291033982683
486.560303090303,-3494.7291033982683,482.459262090303,-3499.0947233982683
482.459262090303,-3499.0947233982683,481.268637090303,-3502.6666033982683
481.268637090303,-3502.6666033982683,481.665512090303,-3504.783263398268
481.665512090303,-3504.783263398268,479.81342809030303,-3511.2655533982684
481.665512090303,-3504.783263398268,486.560303090303,-3494.7291033982683
458.11759529030303,-3492.215553398268,474.124886690303,-3493.935353398268
474.124886690303,-3493.935353398268,478.358220090303,-3494.199933398268
478.358220090303,-3494.199933398268,488.94155309030305,-3493.8030533982683
488.94155309030305,-3493.8030533982683,493.307178090303,-3493.4061833982682
493.307178090303,-3493.4061833982682,498.579456090303,-3493.367183398268
498.579456090303,-3493.367183398268,505.742595090303,-3493.4061833982682
505.742595090303,-3493.4061833982682,510.42696309030305,-3492.646553398268
510.42696309030305,-3492.646553398268,515.532178090303,-3491.818683398268
515.532178090303,-3491.818683398268,518.045719090303,-3491.686393398268
507.330095090303,-3468.799932398268,499.350591090303,-3476.6821233982682
499.350591090303,-3476.6821233982682,496.482178090303,-3479.515553398268
496.482178090303,-3479.515553398268,493.859000090303,-3482.6641033982683
493.859000090303,-3482.6641033982683,492.91030309030305,-3486.394723398268
492.91030309030305,-3486.394723398268,490.79363609030304,-3490.495763398268
490.79363609030304,-3490.495763398268,491.058220090303,-3495.2582633982684
491.058220090303,-3495.2582633982684,488.307107090303,-3501.4629733982683
500.58322009030303,-3478.589513398268,498.569540090303,-3484.640473398268
502.964470090303,-3477.9280533982683,500.186345090303,-3482.425973398268
